1,76
2,20
3,42
4,30
5,45
6,128
7,12
8,48
9,5
10,8
11,18
12,4
13,6
14,14
15,5
16,8
17,5
18,7
19,6
20,8
21,4
22,6
23,16
24,8
25,18
26,6
27,7
28,8
29,10
30,5
31,6
32,4
33,4
34,6
35,8
36,7
