1,30
2,12
3,100
4,20
5,7
6,40
7,196
8,30
9,128
10,4
11,50
12,6
13,45
14,52
15,5
16,45
17,24
18,48
19,10
20,5
21,7
22,20
23,5
24,40
25,84
26,5
27,8
28,18
29,52
30,18
31,16
32,56
33,6
34,5
35,10
36,14
37,14
38,5
39,14
40,6
41,8
42,20
43,6
44,20
45,5
46,8
47,8
48,6
49,12
50,16
51,10
52,6
53,7
54,8
55,5
56,5
57,7
58,7
59,5
60,5
61,5
62,6
63,6
64,10
65,6
66,8
67,8
68,6
69,7
70,5
71,5
72,6
73,8
74,5
75,6
76,6
77,7
78,6
79,4
80,5
81,5
82,7
83,5
84,4
85,7
86,5
87,5
88,7
