1,808
2,248
3,6
4,12
5,108
6,25
7,7
8,40
9,63
10,105
11,156
12,290
13,10
14,132
15,120
16,80
17,42
18,24
19,44
20,16
21,85
22,54
23,315
24,120
25,12
26,116
27,5
28,45
29,24
30,100
31,48
32,5
33,7
34,14
35,8
36,7
37,6
38,24
39,18
40,16
41,6
42,56
43,5
44,4
45,14
46,7
47,14
48,14
49,5
50,6
51,8
52,20
53,16
54,12
55,10
56,14
57,5
58,7
59,12
60,8
61,5
62,8
63,5
64,12
65,16
66,12
67,5
68,7
69,8
70,8
71,5
72,5
73,6
74,18
75,7
76,7
77,5
78,6
79,20
80,6
81,6
82,5
83,6
84,20
85,6
86,5
87,10
88,7
89,6
90,6
91,5
92,10
93,8
94,7
95,8
96,6
97,7
98,5
99,7
100,6
101,8
102,6
103,6
104,7
105,5
106,6
107,15
108,5
109,7
110,7
111,4
112,6
113,7
114,8
